Ship Mode,Segment,City,State,Region,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
Standard Class,Home Office,Houston,Texas,Central,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",275.058,3,0.3,-90.3762
Standard Class,Corporate,Baltimore,Maryland,East,Chairs,Global Ergonomic Managers Chair,542.94,3,0.0,141.1644
Second Class,Consumer,San Francisco,California,West,Tables,Hon 61000 Series Interactive Training Tables,71.088,2,0.2,-1.7772
Standard Class,Consumer,Marion,Ohio,East,Tables,Hon Rectangular Conference Tables,136.53,1,0.4,-52.3365
Standard Class,Consumer,New York City,New York,East,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,79.44,3,0.0,30.1872
Standard Class,Consumer,New York City,New York,East,Chairs,"Situations Contoured Folding Chairs, 4/Set",127.764,2,0.1,21.294
Standard Class,Consumer,Madison,Wisconsin,Central,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",459.92,4,0.0,41.3928
First Class,Corporate,Milford,Connecticut,East,Bookcases,"Hon Metal Bookcases, Putty",638.82,8,0.0,185.2578
First Class,Corporate,Milford,Connecticut,East,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",25.16,2,0.0,8.5544
Standard Class,Consumer,Los Angeles,California,West,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,2,0.0,5.79
First Class,Corporate,Fairfield,California,West,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,26.48,1,0.0,10.0624
First Class,Corporate,Fairfield,California,West,Furnishings,Stackable Trays,21.56,7,0.0,6.8992
Standard Class,Consumer,Buffalo Grove,Illinois,Central,Tables,Chromcraft Rectangular Conference Tables,355.455,3,0.5,-153.3456
Standard Class,Consumer,Richmond,Kentucky,South,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4,4,0.0,190.4298
Standard Class,Consumer,Raleigh,North Carolina,South,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",46.152,3,0.2,12.1149
First Class,Consumer,Lake Forest,California,West,Furnishings,DAX Wood Document Frame,54.92,4,0.0,19.7712
First Class,Corporate,Long Beach,New York,East,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,1317.492,8,0.1,190.4298
Standard Class,Corporate,Los Angeles,California,West,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",14.91,3,0.0,4.6221
Standard Class,Consumer,Los Angeles,California,West,Chairs,Hon Comfortask Task/Swivel Chairs,638.288,7,0.2,-31.9144
Standard Class,Consumer,Los Angeles,California,West,Chairs,Hon Olson Stacker Stools,112.648,1,0.2,11.2648
Standard Class,Consumer,Springfield,Oregon,West,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,217.764,6,0.6,-153.3456
Second Class,Corporate,Jacksonville,Florida,South,Furnishings,Stackable Trays,12.32,5,0.2,1.848
First Class,Consumer,Bakersfield,California,West,Chairs,"Leather Task Chair, Black",72.784,1,0.2,0.0
First Class,Consumer,Bakersfield,California,West,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75,1,0.0,15.525
Second Class,Consumer,New York City,New York,East,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",117.36,4,0.0,36.3816
Second Class,Consumer,Chicago,Illinois,Central,Chairs,"Global Leather and Oak Executive Chair, Black",421.372,2,0.3,-6.0196
Standard Class,Corporate,Dallas,Texas,Central,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",205.9992,3,0.32,-27.2646
Standard Class,Corporate,Chattanooga,Tennessee,South,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",132.224,4,0.2,-18.1808
Standard Class,Corporate,San Diego,California,West,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96,2,0.0,15.6332
Standard Class,Corporate,San Francisco,California,West,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",285.48,5,0.2,-10.7055
Second Class,Home Office,New York City,New York,East,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,90.801,1,0.1,14.1246
Second Class,Home Office,New York City,New York,East,Chairs,Global Low Back Tilter Chair,181.764,2,0.1,-8.0784
Standard Class,Consumer,Richmond,Indiana,Central,Tables,Hon 5100 Series Wood Tables,581.96,2,0.0,104.7528
Standard Class,Consumer,Richmond,Indiana,Central,Chairs,"Global Stack Chair with Arms, Black",29.98,1,0.0,8.0946
Standard Class,Consumer,Concord,North Carolina,South,Chairs,"Leather Task Chair, Black",363.92,5,0.2,0.0
Second Class,Home Office,Arlington,Virginia,South,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",47.98,2,0.0,11.0354
Standard Class,Consumer,San Diego,California,West,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",80.96,4,0.0,29.1456
Standard Class,Consumer,San Diego,California,West,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,225.568,2,0.2,2.8196
Standard Class,Consumer,San Diego,California,West,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,36.6,3,0.0,15.372
Standard Class,Home Office,Roseville,Minnesota,Central,Furnishings,Staple-based wall hangings,29.22,3,0.0,12.8568
Standard Class,Corporate,Dallas,Texas,Central,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,5,0.6,-11.439
Second Class,Consumer,Concord,California,West,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",239.666,2,0.15,14.098
Standard Class,Consumer,Conway,Arkansas,South,Tables,"Iceberg OfficeWorks 42"" Round Tables",301.96,2,0.0,45.294
Second Class,Corporate,Meriden,Connecticut,East,Chairs,Hon GuestStacker Chair,1133.35,5,0.0,190.4298
Standard Class,Home Office,Cheyenne,Wyoming,West,Chairs,Global Troy Executive Leather Low-Back Tilter,1317.492,4,0.2,100.196
Same Day,Corporate,Anaheim,California,West,Tables,"Bush Cubix Conference Tables, Fully Assembled",1293.488,7,0.2,80.843
Standard Class,Consumer,Bloomington,Indiana,Central,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.95,3,0.0,21.7515
Standard Class,Corporate,San Diego,California,West,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568,2,0.2,50.098
Standard Class,Corporate,San Diego,California,West,Chairs,"Global High-Back Leather Tilter, Burgundy",885.528,8,0.2,-99.6219
Second Class,Corporate,San Francisco,California,West,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",28.28,2,0.0,7.3528
Standard Class,Consumer,Richmond,Indiana,Central,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",71.12,4,0.0,22.0472
Standard Class,Corporate,Westfield,New Jersey,East,Furnishings,Ultra Door Pull Handle,31.56,3,0.0,10.4148
Standard Class,Corporate,San Jose,California,West,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",14.52,3,0.0,5.6628
Standard Class,Consumer,New York City,New York,East,Chairs,Office Star Flex Back Scooter Chair with White Frame,199.764,2,0.1,8.8784
Standard Class,Consumer,New York City,New York,East,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",1317.492,6,0.2,158.5764
Standard Class,Consumer,New York City,New York,East,Bookcases,DMI Eclipse Executive Suite Bookcases,1317.492,5,0.2,-25.049
Second Class,Corporate,New York City,New York,East,Tables,"Bevis Oval Conference Table, Walnut",313.176,2,0.4,-120.0508
Standard Class,Corporate,Decatur,Alabama,South,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",1215.92,8,0.0,190.4298
Standard Class,Corporate,Fayetteville,Arkansas,South,Furnishings,Eldon Pizzaz Desk Accessories,10.02,4,0.0,3.9248
First Class,Consumer,Philadelphia,Pennsylvania,East,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,87.21,3,0.5,-45.3492
Same Day,Home Office,Seattle,Washington,West,Furnishings,"Master Caster Door Stop, Brown",25.4,5,0.0,8.636
Standard Class,Corporate,Los Angeles,California,West,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",10.02,1,0.0,2.6376
Second Class,Corporate,Reading,Pennsylvania,East,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",23.968,2,0.2,7.7896
Second Class,Corporate,Reading,Pennsylvania,East,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",521.96,4,0.5,-153.3456
Second Class,Corporate,San Francisco,California,West,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,770.352,3,0.2,77.0352
Second Class,Corporate,Los Angeles,California,West,Furnishings,"Master Big Foot Doorstop, Beige",21.12,4,0.0,6.5472
First Class,Consumer,San Diego,California,West,Furnishings,Nu-Dell Leatherette Frames,43.02,3,0.0,15.4872
Standard Class,Consumer,New York City,New York,East,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",240.784,1,0.2,30.098
Standard Class,Home Office,Tulsa,Oklahoma,Central,Tables,KI Adjustable-Height Table,429.9,5,0.0,111.774
Standard Class,Home Office,Tulsa,Oklahoma,Central,Chairs,"Padded Folding Chairs, Black, 4/Carton",161.96,2,0.0,45.3488
Standard Class,Consumer,Hattiesburg,Mississippi,South,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",185.58,6,0.0,76.0878
Standard Class,Consumer,Hattiesburg,Mississippi,South,Bookcases,Hon 4-Shelf Metal Bookcases,504.9,5,0.0,126.225
Standard Class,Consumer,Los Angeles,California,West,Chairs,Global Deluxe Steno Chair,184.752,3,0.2,-20.7846
Same Day,Corporate,Columbus,Ohio,East,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",458.43,5,0.3,-137.529
Same Day,Corporate,Columbus,Ohio,East,Tables,"Lesro Round Back Collection Coffee Table, End Table",328.59,3,0.4,-147.8655
Standard Class,Corporate,Caldwell,Idaho,West,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,338.352,3,0.2,4.2294
Standard Class,Corporate,Phoenix,Arizona,West,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",87.96,3,0.2,7.6965
Standard Class,Consumer,Los Angeles,California,West,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",19.76,4,0.0,8.2992
Standard Class,Consumer,Troy,New York,East,Chairs,"Global Armless Task Chair, Royal Blue",109.764,2,0.1,8.5372
First Class,Corporate,Florence,South Carolina,South,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.95,3,0.0,21.7515
Standard Class,Corporate,Los Angeles,California,West,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96,2,0.0,15.6332
Standard Class,Corporate,Los Angeles,California,West,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.11,7,0.0,12.9129
Same Day,Consumer,Miami,Florida,South,Chairs,Global Comet Stacking Armless Chair,239.24,1,0.2,23.924
Standard Class,Corporate,Nashua,New Hampshire,East,Furnishings,"Master Big Foot Doorstop, Beige",21.12,4,0.0,6.5472
Standard Class,Home Office,Los Angeles,California,West,Furnishings,"Master Caster Door Stop, Gray",15.24,3,0.0,5.1816
Standard Class,Consumer,Georgetown,Kentucky,South,Furnishings,Coloredge Poster Frame,42.6,3,0.0,16.614
Standard Class,Consumer,Sierra Vista,Arizona,West,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,14.368,2,0.2,3.9512
Second Class,Corporate,Knoxville,Tennessee,South,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,314.352,3,0.2,-35.3646
Standard Class,Corporate,Tucson,Arizona,West,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",238.152,3,0.2,89.307
Standard Class,Home Office,Minneapolis,Minnesota,Central,Tables,"Bush Cubix Conference Tables, Fully Assembled",692.94,3,0.0,173.235
Second Class,Home Office,Lancaster,Ohio,East,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",28.0,4,0.2,7.7
Standard Class,Home Office,Lakewood,California,West,Chairs,"Global Geo Office Task Chair, Gray",518.272,8,0.2,-97.176
Standard Class,Home Office,Lakewood,California,West,Furnishings,G.E. Halogen Desk Lamp Bulbs,10.02,1,0.0,3.3504
Standard Class,Consumer,New York City,New York,East,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",191.82,3,0.0,61.3824
Same Day,Consumer,Lubbock,Texas,Central,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",25.16,5,0.6,-11.322
Standard Class,Consumer,Costa Mesa,California,West,Furnishings,Staple-based wall hangings,29.22,3,0.0,12.8568
Standard Class,Consumer,New York City,New York,East,Chairs,Hon Valutask Swivel Chairs,272.646,3,0.1,18.1764
Standard Class,Consumer,New York City,New York,East,Chairs,"Global Leather Task Chair, Black",80.991,1,0.1,8.0991
Standard Class,Consumer,New York City,New York,East,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1317.492,8,0.1,190.4298
Standard Class,Consumer,New York City,New York,East,Chairs,Global Troy Executive Leather Low-Back Tilter,1317.492,5,0.1,190.4298
First Class,Home Office,Philadelphia,Pennsylvania,East,Tables,Bevis Boat-Shaped Conference Table,314.532,2,0.4,-83.8752
Standard Class,Consumer,Parma,Ohio,East,Chairs,"Global Leather and Oak Executive Chair, Black",1317.492,7,0.3,-21.0686
Standard Class,Consumer,Parma,Ohio,East,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1317.492,8,0.3,0.0
Standard Class,Consumer,Parma,Ohio,East,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,449.372,2,0.3,-12.8392
Standard Class,Corporate,Springfield,Oregon,West,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",409.216,8,0.2,61.3824
Standard Class,Corporate,Springfield,Oregon,West,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,72.588,2,0.6,-128.2388
Standard Class,Consumer,New York City,New York,East,Chairs,"Global Value Steno Chair, Gray",327.996,6,0.1,54.666
Standard Class,Home Office,New York City,New York,East,Chairs,"Global Push Button Manager's Chair, Indigo",767.214,8,0.1,161.9674
First Class,Corporate,Los Angeles,California,West,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",161.28,2,0.2,12.096
Standard Class,Consumer,San Francisco,California,West,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,205.666,2,0.15,-12.098
First Class,Corporate,Long Beach,California,West,Chairs,Novimex Turbo Task Chair,340.704,6,0.2,-34.0704
First Class,Consumer,Columbus,Georgia,South,Bookcases,"Hon Metal Bookcases, Black",354.9,5,0.0,88.725
Second Class,Home Office,San Francisco,California,West,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",1198.33,8,0.15,70.49
First Class,Corporate,Philadelphia,Pennsylvania,East,Furnishings,"Computer Room Manger, 14""",51.968,2,0.2,10.3936
First Class,Corporate,Philadelphia,Pennsylvania,East,Furnishings,"Executive Impressions 12"" Wall Clock",42.408,3,0.2,9.5418
First Class,Corporate,Lakeland,Florida,South,Furnishings,Eldon Wave Desk Accessories,10.02,3,0.2,1.3728
First Class,Corporate,Lakeland,Florida,South,Furnishings,Document Clip Frames,20.016,3,0.2,5.5044
Standard Class,Consumer,Columbia,South Carolina,South,Chairs,Global Comet Stacking Arm Chair,1317.492,4,0.0,190.4298
First Class,Home Office,Portland,Oregon,West,Chairs,"Global Fabric Manager's Chair, Dark Gray",403.92,5,0.2,25.245
Standard Class,Consumer,New York City,New York,East,Furnishings,Luxo Adjustable Task Clamp Lamp,799.56,8,0.0,190.4298
Standard Class,Consumer,Apple Valley,California,West,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,563.92,5,0.2,7.049
First Class,Home Office,Marion,Ohio,East,Furnishings,Magna Visual Magnetic Picture Hangers,10.02,2,0.2,1.7352
Second Class,Consumer,Houston,Texas,Central,Chairs,Office Star - Ergonomically Designed Knee Chair,56.686,1,0.3,-14.5764
Standard Class,Corporate,Seattle,Washington,West,Furnishings,"Contract Clock, 14"", Brown",65.94,3,0.0,22.4196
Standard Class,Corporate,New York City,New York,East,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",68.16,3,0.0,27.9456
Standard Class,Consumer,Hendersonville,Tennessee,South,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72.704,4,0.2,19.0848
Standard Class,Consumer,Portland,Oregon,West,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",66.294,1,0.6,-103.8606
Standard Class,Consumer,Portland,Oregon,West,Chairs,Global Highback Leather Tilter in Burgundy,291.168,4,0.2,-14.5584
Same Day,Consumer,Seattle,Washington,West,Chairs,Office Star - Contemporary Task Swivel Chair,177.568,2,0.2,8.8784
Standard Class,Consumer,San Jose,California,West,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,166.5,3,0.0,21.645
Second Class,Corporate,Concord,New Hampshire,East,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",247.44,8,0.0,101.4504
Standard Class,Home Office,Seattle,Washington,West,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",22.14,3,0.0,6.4206
Standard Class,Consumer,Columbus,Indiana,Central,Furnishings,Eldon Wave Desk Accessories,10.02,3,0.0,2.6208
Standard Class,Corporate,Montgomery,Alabama,South,Furnishings,Acrylic Self-Standing Desk Frames,21.36,8,0.0,8.1168
Standard Class,Corporate,Oakland,California,West,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,1159.056,8,0.2,43.4646
Second Class,Consumer,Seattle,Washington,West,Furnishings,Eldon Image Series Black Desk Accessories,12.42,3,0.0,4.4712
Second Class,Consumer,Seattle,Washington,West,Furnishings,"Eldon 300 Class Desk Accessories, Black",24.75,5,0.0,10.89
Standard Class,Consumer,Marion,Ohio,East,Furnishings,Ultra Commercial Grade Dual Valve Door Closer,63.824,2,0.2,9.5736
Standard Class,Corporate,Los Angeles,California,West,Chairs,Hon Olson Stacker Stools,563.24,5,0.2,56.324
Standard Class,Corporate,Lakewood,Ohio,East,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",661.176,2,0.4,-153.3456
Standard Class,Corporate,San Francisco,California,West,Tables,Hon 2111 Invitation Series Corner Table,502.488,3,0.2,-87.9354
Second Class,Home Office,Chico,California,West,Chairs,Global Deluxe High-Back Manager's Chair,915.136,4,0.2,102.9528
Second Class,Home Office,Chico,California,West,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76,8,0.0,91.7728
First Class,Consumer,Salem,Virginia,South,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,701.96,2,0.0,168.4704
First Class,Home Office,San Francisco,California,West,Furnishings,Contemporary Borderless Frame,25.83,3,0.0,9.5571
Second Class,Corporate,Eugene,Oregon,West,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",104.784,1,0.2,-14.4078
Second Class,Corporate,Eugene,Oregon,West,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,650.352,3,0.2,-97.5528
Standard Class,Consumer,Oxnard,California,West,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.95,3,0.0,21.7515
Standard Class,Consumer,Westland,Michigan,Central,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94,3,0.0,30.0234
Standard Class,Consumer,Westland,Michigan,Central,Furnishings,Ultra Door Push Plate,14.73,3,0.0,4.8609
